Epoch	Accuracy Loss	Val_Acc Val_Loss Learning_Rate
1	0.5109	1.9482	0.9387	1.3312	1.0e-04
2	0.9145	0.2745	0.9414	0.4372	1.0e-04
3	0.9507	0.1703	0.9392	0.2132	1.0e-04
4	0.9601	0.1279	0.9400	0.1923	1.0e-04
5	0.9626	0.1104	0.9482	0.1849	1.0e-04
6	0.9766	0.0728	0.9455	0.2060	1.0e-04
7	0.9805	0.0630	0.9439	0.2206	1.0e-04
8	0.9812	0.0618	0.9479	0.2075	1.0e-04
